year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version
2000,Texas,TX,Webb,48479.0,President,Al Gore,democrat,18120.0,31571,20191203
2000,Texas,TX,Webb,48479.0,President,George W. Bush,republican,13076.0,31571,20191203
2000,Texas,TX,Webb,48479.0,President,Ralph Nader,green,256.0,31571,20191203
2000,Texas,TX,Webb,48479.0,President,Other,,119.0,31571,20191203
2000,Texas,TX,Wharton,48481.0,President,Al Gore,democrat,4838.0,13426,20191203
2000,Texas,TX,Wharton,48481.0,President,George W. Bush,republican,8455.0,13426,20191203
2000,Texas,TX,Wharton,48481.0,President,Ralph Nader,green,103.0,13426,20191203
2000,Texas,TX,Wharton,48481.0,President,Other,,30.0,13426,20191203
2000,Texas,TX,Wheeler,48483.0,President,Al Gore,democrat,579.0,2389,20191203
2000,Texas,TX,Wheeler,48483.0,President,George W. Bush,republican,1787.0,2389,20191203
2000,Texas,TX,Wheeler,48483.0,President,Ralph Nader,green,15.0,2389,20191203
2000,Texas,TX,Wheeler,48483.0,President,Other,,8.0,2389,20191203
2000,Texas,TX,Wichita,48485.0,President,Al Gore,democrat,14108.0,42713,20191203
2000,Texas,TX,Wichita,48485.0,President,George W. Bush,republican,27802.0,42713,20191203
2000,Texas,TX,Wichita,48485.0,President,Ralph Nader,green,518.0,42713,20191203
2000,Texas,TX,Wichita,48485.0,President,Other,,285.0,42713,20191203
2000,Texas,TX,Wilbarger,48487.0,President,Al Gore,democrat,1356.0,4577,20191203
2000,Texas,TX,Wilbarger,48487.0,President,George W. Bush,republican,3138.0,4577,20191203
2000,Texas,TX,Wilbarger,48487.0,President,Ralph Nader,green,43.0,4577,20191203
2000,Texas,TX,Wilbarger,48487.0,President,Other,,40.0,4577,20191203
2000,Texas,TX,Willacy,48489.0,President,Al Gore,democrat,3218.0,5062,20191203
2000,Texas,TX,Willacy,48489.0,President,George W. Bush,republican,1789.0,5062,20191203
2000,Texas,TX,Willacy,48489.0,President,Ralph Nader,green,24.0,5062,20191203
2000,Texas,TX,Willacy,48489.0,President,Other,,31.0,5062,20191203
2000,Texas,TX,Williamson,48491.0,President,Al Gore,democrat,26591.0,95935,20191203
2000,Texas,TX,Williamson,48491.0,President,George W. Bush,republican,65041.0,95935,20191203
2000,Texas,TX,Williamson,48491.0,President,Ralph Nader,green,3486.0,95935,20191203
2000,Texas,TX,Williamson,48491.0,President,Other,,817.0,95935,20191203
2000,Texas,TX,Wilson,48493.0,President,Al Gore,democrat,3997.0,11698,20191203
2000,Texas,TX,Wilson,48493.0,President,George W. Bush,republican,7509.0,11698,20191203
2000,Texas,TX,Wilson,48493.0,President,Ralph Nader,green,130.0,11698,20191203
2000,Texas,TX,Wilson,48493.0,President,Other,,62.0,11698,20191203
2000,Texas,TX,Winkler,48495.0,President,Al Gore,democrat,556.0,2043,20191203
2000,Texas,TX,Winkler,48495.0,President,George W. Bush,republican,1468.0,2043,20191203
2000,Texas,TX,Winkler,48495.0,President,Ralph Nader,green,5.0,2043,20191203
2000,Texas,TX,Winkler,48495.0,President,Other,,14.0,2043,20191203
2000,Texas,TX,Wise,48497.0,President,Al Gore,democrat,4830.0,16368,20191203
2000,Texas,TX,Wise,48497.0,President,George W. Bush,republican,11234.0,16368,20191203
2000,Texas,TX,Wise,48497.0,President,Ralph Nader,green,185.0,16368,20191203
2000,Texas,TX,Wise,48497.0,President,Other,,119.0,16368,20191203
2000,Texas,TX,Wood,48499.0,President,Al Gore,democrat,3893.0,13884,20191203
2000,Texas,TX,Wood,48499.0,President,George W. Bush,republican,9810.0,13884,20191203
2000,Texas,TX,Wood,48499.0,President,Ralph Nader,green,128.0,13884,20191203
2000,Texas,TX,Wood,48499.0,President,Other,,53.0,13884,20191203
2000,Texas,TX,Yoakum,48501.0,President,Al Gore,democrat,531.0,2465,20191203
2000,Texas,TX,Yoakum,48501.0,President,George W. Bush,republican,1911.0,2465,20191203
2000,Texas,TX,Yoakum,48501.0,President,Ralph Nader,green,10.0,2465,20191203
2000,Texas,TX,Yoakum,48501.0,President,Other,,13.0,2465,20191203
2000,Texas,TX,Young,48503.0,President,Al Gore,democrat,1843.0,6954,20191203
2000,Texas,TX,Young,48503.0,President,George W. Bush,republican,5022.0,6954,20191203
2000,Texas,TX,Young,48503.0,President,Ralph Nader,green,46.0,6954,20191203
2000,Texas,TX,Young,48503.0,President,Other,,43.0,6954,20191203
2000,Texas,TX,Zapata,48505.0,President,Al Gore,democrat,1638.0,2616,20191203
2000,Texas,TX,Zapata,48505.0,President,George W. Bush,republican,953.0,2616,20191203
2000,Texas,TX,Zapata,48505.0,President,Ralph Nader,green,11.0,2616,20191203
2000,Texas,TX,Zapata,48505.0,President,Other,,14.0,2616,20191203
2000,Texas,TX,Zavala,48507.0,President,Al Gore,democrat,2616.0,3391,20191203
2000,Texas,TX,Zavala,48507.0,President,George W. Bush,republican,751.0,3391,20191203
2000,Texas,TX,Zavala,48507.0,President,Ralph Nader,green,14.0,3391,20191203
2000,Texas,TX,Zavala,48507.0,President,Other,,10.0,3391,20191203
2004,Texas,TX,Anderson,48001.0,President,John Kerry,democrat,4678.0,16301,20191203
2004,Texas,TX,Anderson,48001.0,President,George W. Bush,republican,11525.0,16301,20191203
2004,Texas,TX,Anderson,48001.0,President,Other,,98.0,16301,20191203
2004,Texas,TX,Andrews,48003.0,President,John Kerry,democrat,677.0,4536,20191203
2004,Texas,TX,Andrews,48003.0,President,George W. Bush,republican,3837.0,4536,20191203
2004,Texas,TX,Andrews,48003.0,President,Other,,22.0,4536,20191203
2004,Texas,TX,Angelina,48005.0,President,John Kerry,democrat,9302.0,28364,20191203
2004,Texas,TX,Angelina,48005.0,President,George W. Bush,republican,18932.0,28364,20191203
2004,Texas,TX,Angelina,48005.0,President,Other,,130.0,28364,20191203
2004,Texas,TX,Aransas,48007.0,President,John Kerry,democrat,2640.0,9268,20191203
2004,Texas,TX,Aransas,48007.0,President,George W. Bush,republican,6569.0,9268,20191203
2004,Texas,TX,Aransas,48007.0,President,Other,,59.0,9268,20191203
2004,Texas,TX,Archer,48009.0,President,John Kerry,democrat,878.0,4451,20191203
2004,Texas,TX,Archer,48009.0,President,George W. Bush,republican,3556.0,4451,20191203
2004,Texas,TX,Archer,48009.0,President,Other,,17.0,4451,20191203
2004,Texas,TX,Armstrong,48011.0,President,John Kerry,democrat,170.0,1004,20191203
2004,Texas,TX,Armstrong,48011.0,President,George W. Bush,republican,830.0,1004,20191203
2004,Texas,TX,Armstrong,48011.0,President,Other,,4.0,1004,20191203
2004,Texas,TX,Atascosa,48013.0,President,John Kerry,democrat,4421.0,12116,20191203
2004,Texas,TX,Atascosa,48013.0,President,George W. Bush,republican,7635.0,12116,20191203
2004,Texas,TX,Atascosa,48013.0,President,Other,,60.0,12116,20191203
2004,Texas,TX,Austin,48015.0,President,John Kerry,democrat,2582.0,10702,20191203
2004,Texas,TX,Austin,48015.0,President,George W. Bush,republican,8072.0,10702,20191203
2004,Texas,TX,Austin,48015.0,President,Other,,48.0,10702,20191203
2004,Texas,TX,Bailey,48017.0,President,John Kerry,democrat,525.0,2412,20191203
2004,Texas,TX,Bailey,48017.0,President,George W. Bush,republican,1882.0,2412,20191203
2004,Texas,TX,Bailey,48017.0,President,Other,,5.0,2412,20191203
2004,Texas,TX,Bandera,48019.0,President,John Kerry,democrat,1738.0,8741,20191203
2004,Texas,TX,Bandera,48019.0,President,George W. Bush,republican,6933.0,8741,20191203
2004,Texas,TX,Bandera,48019.0,President,Other,,70.0,8741,20191203
2004,Texas,TX,Bastrop,48021.0,President,John Kerry,democrat,9794.0,23441,20191203
2004,Texas,TX,Bastrop,48021.0,President,George W. Bush,republican,13290.0,23441,20191203
2004,Texas,TX,Bastrop,48021.0,President,Other,,357.0,23441,20191203
2004,Texas,TX,Baylor,48023.0,President,John Kerry,democrat,467.0,1640,20191203
2004,Texas,TX,Baylor,48023.0,President,George W. Bush,republican,1169.0,1640,20191203
2004,Texas,TX,Baylor,48023.0,President,Other,,4.0,1640,20191203
2004,Texas,TX,Bee,48025.0,President,John Kerry,democrat,4045.0,9518,20191203
2004,Texas,TX,Bee,48025.0,President,George W. Bush,republican,5428.0,9518,20191203
2004,Texas,TX,Bee,48025.0,President,Other,,45.0,9518,20191203
2004,Texas,TX,Bell,48027.0,President,John Kerry,democrat,27165.0,79724,20191203
2004,Texas,TX,Bell,48027.0,President,George W. Bush,republican,52135.0,79724,20191203
2004,Texas,TX,Bell,48027.0,President,Other,,424.0,79724,20191203
2004,Texas,TX,Bexar,48029.0,President,John Kerry,democrat,210976.0,475314,20191203
2004,Texas,TX,Bexar,48029.0,President,George W. Bush,republican,260698.0,475314,20191203
2004,Texas,TX,Bexar,48029.0,President,Other,,3640.0,475314,20191203
2004,Texas,TX,Blanco,48031.0,President,John Kerry,democrat,1267.0,4584,20191203
2004,Texas,TX,Blanco,48031.0,President,George W. Bush,republican,3277.0,4584,20191203
2004,Texas,TX,Blanco,48031.0,President,Other,,40.0,4584,20191203
2004,Texas,TX,Borden,48033.0,President,John Kerry,democrat,55.0,359,20191203
2004,Texas,TX,Borden,48033.0,President,George W. Bush,republican,303.0,359,20191203
2004,Texas,TX,Borden,48033.0,President,Other,,1.0,359,20191203
2004,Texas,TX,Bosque,48035.0,President,John Kerry,democrat,1815.0,7586,20191203
2004,Texas,TX,Bosque,48035.0,President,George W. Bush,republican,5737.0,7586,20191203
2004,Texas,TX,Bosque,48035.0,President,Other,,34.0,7586,20191203
2004,Texas,TX,Bowie,48037.0,President,John Kerry,democrat,11880.0,33760,20191203
2004,Texas,TX,Bowie,48037.0,President,George W. Bush,republican,21791.0,33760,20191203
2004,Texas,TX,Bowie,48037.0,President,Other,,89.0,33760,20191203
2004,Texas,TX,Brazoria,48039.0,President,John Kerry,democrat,28904.0,93248,20191203
2004,Texas,TX,Brazoria,48039.0,President,George W. Bush,republican,63662.0,93248,20191203
2004,Texas,TX,Brazoria,48039.0,President,Other,,682.0,93248,20191203
2004,Texas,TX,Brazos,48041.0,President,John Kerry,democrat,16128.0,54309,20191203
2004,Texas,TX,Brazos,48041.0,President,George W. Bush,republican,37594.0,54309,20191203
2004,Texas,TX,Brazos,48041.0,President,Other,,587.0,54309,20191203
2004,Texas,TX,Brewster,48043.0,President,John Kerry,democrat,1729.0,3760,20191203
2004,Texas,TX,Brewster,48043.0,President,George W. Bush,republican,1980.0,3760,20191203
2004,Texas,TX,Brewster,48043.0,President,Other,,51.0,3760,20191203
2004,Texas,TX,Briscoe,48045.0,President,John Kerry,democrat,191.0,811,20191203
2004,Texas,TX,Briscoe,48045.0,President,George W. Bush,republican,620.0,811,20191203
2004,Texas,TX,Briscoe,48045.0,President,Other,,0.0,811,20191203
2004,Texas,TX,Brooks,48047.0,President,John Kerry,democrat,1823.0,2674,20191203
2004,Texas,TX,Brooks,48047.0,President,George W. Bush,republican,845.0,2674,20191203
2004,Texas,TX,Brooks,48047.0,President,Other,,6.0,2674,20191203
2004,Texas,TX,Brown,48049.0,President,John Kerry,democrat,2523.0,14253,20191203
2004,Texas,TX,Brown,48049.0,President,George W. Bush,republican,11640.0,14253,20191203
2004,Texas,TX,Brown,48049.0,President,Other,,90.0,14253,20191203
2004,Texas,TX,Burleson,48051.0,President,John Kerry,democrat,2276.0,6721,20191203
2004,Texas,TX,Burleson,48051.0,President,George W. Bush,republican,4405.0,6721,20191203
2004,Texas,TX,Burleson,48051.0,President,Other,,40.0,6721,20191203
2004,Texas,TX,Burnet,48053.0,President,John Kerry,democrat,4147.0,15742,20191203
2004,Texas,TX,Burnet,48053.0,President,George W. Bush,republican,11456.0,15742,20191203
2004,Texas,TX,Burnet,48053.0,President,Other,,139.0,15742,20191203
2004,Texas,TX,Caldwell,48055.0,President,John Kerry,democrat,5052.0,11587,20191203
2004,Texas,TX,Caldwell,48055.0,President,George W. Bush,republican,6436.0,11587,20191203
2004,Texas,TX,Caldwell,48055.0,President,Other,,99.0,11587,20191203
2004,Texas,TX,Calhoun,48057.0,President,John Kerry,democrat,2561.0,6929,20191203
2004,Texas,TX,Calhoun,48057.0,President,George W. Bush,republican,4348.0,6929,20191203
2004,Texas,TX,Calhoun,48057.0,President,Other,,20.0,6929,20191203
2004,Texas,TX,Callahan,48059.0,President,John Kerry,democrat,1073.0,5654,20191203
2004,Texas,TX,Callahan,48059.0,President,George W. Bush,republican,4542.0,5654,20191203
2004,Texas,TX,Callahan,48059.0,President,Other,,39.0,5654,20191203
2004,Texas,TX,Cameron,48061.0,President,John Kerry,democrat,33998.0,69156,20191203
2004,Texas,TX,Cameron,48061.0,President,George W. Bush,republican,34801.0,69156,20191203
2004,Texas,TX,Cameron,48061.0,President,Other,,357.0,69156,20191203
2004,Texas,TX,Camp,48063.0,President,John Kerry,democrat,1778.0,4439,20191203
2004,Texas,TX,Camp,48063.0,President,George W. Bush,republican,2638.0,4439,20191203
2004,Texas,TX,Camp,48063.0,President,Other,,23.0,4439,20191203
2004,Texas,TX,Carson,48065.0,President,John Kerry,democrat,485.0,2944,20191203
2004,Texas,TX,Carson,48065.0,President,George W. Bush,republican,2450.0,2944,20191203
2004,Texas,TX,Carson,48065.0,President,Other,,9.0,2944,20191203
2004,Texas,TX,Cass,48067.0,President,John Kerry,democrat,4630.0,12049,20191203
2004,Texas,TX,Cass,48067.0,President,George W. Bush,republican,7383.0,12049,20191203
2004,Texas,TX,Cass,48067.0,President,Other,,36.0,12049,20191203
2004,Texas,TX,Castro,48069.0,President,John Kerry,democrat,631.0,2430,20191203
2004,Texas,TX,Castro,48069.0,President,George W. Bush,republican,1794.0,2430,20191203
2004,Texas,TX,Castro,48069.0,President,Other,,5.0,2430,20191203
2004,Texas,TX,Chambers,48071.0,President,John Kerry,democrat,2953.0,11649,20191203
2004,Texas,TX,Chambers,48071.0,President,George W. Bush,republican,8618.0,11649,20191203
2004,Texas,TX,Chambers,48071.0,President,Other,,78.0,11649,20191203
2004,Texas,TX,Cherokee,48073.0,President,John Kerry,democrat,4439.0,15839,20191203
2004,Texas,TX,Cherokee,48073.0,President,George W. Bush,republican,11329.0,15839,20191203
2004,Texas,TX,Cherokee,48073.0,President,Other,,71.0,15839,20191203
2004,Texas,TX,Childress,48075.0,President,John Kerry,democrat,511.0,2144,20191203
2004,Texas,TX,Childress,48075.0,President,George W. Bush,republican,1629.0,2144,20191203
2004,Texas,TX,Childress,48075.0,President,Other,,4.0,2144,20191203
2004,Texas,TX,Clay,48077.0,President,John Kerry,democrat,1299.0,5288,20191203
2004,Texas,TX,Clay,48077.0,President,George W. Bush,republican,3971.0,5288,20191203
2004,Texas,TX,Clay,48077.0,President,Other,,18.0,5288,20191203
2004,Texas,TX,Cochran,48079.0,President,John Kerry,democrat,249.0,1110,20191203
2004,Texas,TX,Cochran,48079.0,President,George W. Bush,republican,856.0,1110,20191203
2004,Texas,TX,Cochran,48079.0,President,Other,,5.0,1110,20191203
2004,Texas,TX,Coke,48081.0,President,John Kerry,democrat,266.0,1610,20191203
2004,Texas,TX,Coke,48081.0,President,George W. Bush,republican,1338.0,1610,20191203
2004,Texas,TX,Coke,48081.0,President,Other,,6.0,1610,20191203
2004,Texas,TX,Coleman,48083.0,President,John Kerry,democrat,778.0,3826,20191203
2004,Texas,TX,Coleman,48083.0,President,George W. Bush,republican,3035.0,3826,20191203
2004,Texas,TX,Coleman,48083.0,President,Other,,13.0,3826,20191203
2004,Texas,TX,Collin,48085.0,President,John Kerry,democrat,68935.0,245154,20191203
2004,Texas,TX,Collin,48085.0,President,George W. Bush,republican,174435.0,245154,20191203
2004,Texas,TX,Collin,48085.0,President,Other,,1784.0,245154,20191203
2004,Texas,TX,Collingsworth,48087.0,President,John Kerry,democrat,346.0,1398,20191203
2004,Texas,TX,Collingsworth,48087.0,President,George W. Bush,republican,1051.0,1398,20191203
2004,Texas,TX,Collingsworth,48087.0,President,Other,,1.0,1398,20191203
2004,Texas,TX,Colorado,48089.0,President,John Kerry,democrat,2161.0,7690,20191203
2004,Texas,TX,Colorado,48089.0,President,George W. Bush,republican,5488.0,7690,20191203
2004,Texas,TX,Colorado,48089.0,President,Other,,41.0,7690,20191203
2004,Texas,TX,Comal,48091.0,President,John Kerry,democrat,9153.0,41043,20191203
2004,Texas,TX,Comal,48091.0,President,George W. Bush,republican,31574.0,41043,20191203
2004,Texas,TX,Comal,48091.0,President,Other,,316.0,41043,20191203
2004,Texas,TX,Comanche,48093.0,President,John Kerry,democrat,1431.0,5268,20191203
2004,Texas,TX,Comanche,48093.0,President,George W. Bush,republican,3813.0,5268,20191203
2004,Texas,TX,Comanche,48093.0,President,Other,,24.0,5268,20191203
2004,Texas,TX,Concho,48095.0,President,John Kerry,democrat,270.0,1193,20191203
2004,Texas,TX,Concho,48095.0,President,George W. Bush,republican,911.0,1193,20191203
2004,Texas,TX,Concho,48095.0,President,Other,,12.0,1193,20191203
2004,Texas,TX,Cooke,48097.0,President,John Kerry,democrat,3142.0,15107,20191203
2004,Texas,TX,Cooke,48097.0,President,George W. Bush,republican,11908.0,15107,20191203
2004,Texas,TX,Cooke,48097.0,President,Other,,57.0,15107,20191203
2004,Texas,TX,Coryell,48099.0,President,John Kerry,democrat,5122.0,17625,20191203
2004,Texas,TX,Coryell,48099.0,President,George W. Bush,republican,12421.0,17625,20191203
2004,Texas,TX,Coryell,48099.0,President,Other,,82.0,17625,20191203
2004,Texas,TX,Cottle,48101.0,President,John Kerry,democrat,214.0,768,20191203
2004,Texas,TX,Cottle,48101.0,President,George W. Bush,republican,549.0,768,20191203
2004,Texas,TX,Cottle,48101.0,President,Other,,5.0,768,20191203
2004,Texas,TX,Crane,48103.0,President,John Kerry,democrat,254.0,1574,20191203
2004,Texas,TX,Crane,48103.0,President,George W. Bush,republican,1314.0,1574,20191203
2004,Texas,TX,Crane,48103.0,President,Other,,6.0,1574,20191203
2004,Texas,TX,Crockett,48105.0,President,John Kerry,democrat,473.0,1728,20191203
2004,Texas,TX,Crockett,48105.0,President,George W. Bush,republican,1248.0,1728,20191203
2004,Texas,TX,Crockett,48105.0,President,Other,,7.0,1728,20191203
2004,Texas,TX,Crosby,48107.0,President,John Kerry,democrat,622.0,2275,20191203
2004,Texas,TX,Crosby,48107.0,President,George W. Bush,republican,1647.0,2275,20191203
2004,Texas,TX,Crosby,48107.0,President,Other,,6.0,2275,20191203
2004,Texas,TX,Culberson,48109.0,President,John Kerry,democrat,375.0,788,20191203
2004,Texas,TX,Culberson,48109.0,President,George W. Bush,republican,407.0,788,20191203
2004,Texas,TX,Culberson,48109.0,President,Other,,6.0,788,20191203
2004,Texas,TX,Dallam,48111.0,President,John Kerry,democrat,305.0,1782,20191203
2004,Texas,TX,Dallam,48111.0,President,George W. Bush,republican,1473.0,1782,20191203
2004,Texas,TX,Dallam,48111.0,President,Other,,4.0,1782,20191203
2004,Texas,TX,Dallas,48113.0,President,John Kerry,democrat,336641.0,687709,20191203
2004,Texas,TX,Dallas,48113.0,President,George W. Bush,republican,346246.0,687709,20191203
2004,Texas,TX,Dallas,48113.0,President,Other,,4822.0,687709,20191203
2004,Texas,TX,Dawson,48115.0,President,John Kerry,democrat,1114.0,4545,20191203
2004,Texas,TX,Dawson,48115.0,President,George W. Bush,republican,3419.0,4545,20191203
2004,Texas,TX,Dawson,48115.0,President,Other,,12.0,4545,20191203
2004,Texas,TX,Deaf Smith,48117.0,President,John Kerry,democrat,1133.0,5291,20191203
2004,Texas,TX,Deaf Smith,48117.0,President,George W. Bush,republican,4139.0,5291,20191203
2004,Texas,TX,Deaf Smith,48117.0,President,Other,,19.0,5291,20191203
2004,Texas,TX,Delta,48119.0,President,John Kerry,democrat,627.0,2082,20191203
2004,Texas,TX,Delta,48119.0,President,George W. Bush,republican,1447.0,2082,20191203
2004,Texas,TX,Delta,48119.0,President,Other,,8.0,2082,20191203
2004,Texas,TX,Denton,48121.0,President,John Kerry,democrat,59346.0,201410,20191203
2004,Texas,TX,Denton,48121.0,President,George W. Bush,republican,140891.0,201410,20191203
2004,Texas,TX,Denton,48121.0,President,Other,,1173.0,201410,20191203
2004,Texas,TX,Dewitt,48123.0,President,John Kerry,democrat,1610.0,6732,20191203
2004,Texas,TX,Dewitt,48123.0,President,George W. Bush,republican,5100.0,6732,20191203
2004,Texas,TX,Dewitt,48123.0,President,Other,,22.0,6732,20191203
2004,Texas,TX,Dickens,48125.0,President,John Kerry,democrat,245.0,1063,20191203
